DOI,Year,Keywords,MeSH Terms,Major Topics,Subheadings,Journal Abbreviation,Affiliation,Country,Grants,Authors,Publisher
10.1002/ece3.8150,2021,MOTU; biomonitoring; coral reef diversity; environmental DNA; sampling variability; tropical marine ecosystems,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Salomé Stauffer; Meret Jucker; Thomas Keggin; Virginie Marques; Marco Andrello; Sandra Bessudo; Marie-Charlotte Cheutin; Giomar Helena Borrero-Pérez; Eilísh Richards; Tony Dejean; Régis Hocdé; Jean-Baptiste Juhel; Felipe Ladino; Tom B Letessier; Nicolas Loiseau; Eva Maire; David Mouillot; Maria Mutis Martinezguerra; Stéphanie Manel; Andrea Polanco Fernández; Alice Valentini; Laure Velez; Camille Albouy; Loïc Pellissier; Conor Waldock,N/A
10.1002/ece3.7057,2021,eDNA; megafauna; mobile species; pelagic,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Jean-Baptiste Juhel; Virginie Marques; Andrea Polanco Fernández; Giomar H Borrero-Pérez; Maria Mutis Martinezguerra; Alice Valentini; Tony Dejean; Stéphanie Manel; Nicolas Loiseau; Laure Velez; Régis Hocdé; Tom B Letessier; Eilísh Richards; Florine Hadjadj; Sandra Bessudo; Felipe Ladino; Camille Albouy; David Mouillot; Loïc Pellissier,N/A
10.1038/srep13932,2015,N/A,"Animals; Aquatic Organisms; Biodiversity; Computational Biology; Dna Barcoding, Taxonomic; Ecosystem; Environmental Monitoring; High-Throughput Nucleotide Sequencing",Aquatic Organisms; Biodiversity; Ecosystem,Methods,Sci Rep,N/A,England,N/A,Franck Lejzerowicz; Philippe Esling; Loïc Pillet; Thomas A Wilding; Kenneth D Black; Jan Pawlowski,N/A
10.1111/nph.14199,2017,environmental DNA (eDNA); lake sediments; metabarcoding; sedimentary DNA (sedDNA); vegetation change,"Dna, Plant; Geography; Geologic Sediments; Introduced Species; Lakes; Models, Theoretical; Pollen; Repetitive Sequences, Nucleic Acid; Scotland; Time Factors; Tracheophyta",Geologic Sediments; Introduced Species; Lakes,Genetics; Genetics; Genetics; Genetics,New Phytol,N/A,England,N/A,Per Sjögren; Mary E Edwards; Ludovic Gielly; Catherine T Langdon; Ian W Croudace; Marie Kristine Føreid Merkel; Thierry Fonville; Inger Greve Alsos,N/A
10.3389/fmicb.2018.03243,2018,arctic vegetation; below-ground processes; fungal functional group; fungal trophic mode; snow fences; snow regime,N/A,N/A,N/A,Front Microbiol,N/A,Switzerland,N/A,Magdalena Wutkowska; Anna Vader; Sunil Mundra; Elisabeth J Cooper; Pernille B Eidesen,N/A
10.1038/ismej.2013.104,2013,N/A,"Archaea; Bacteria; Bacterial Physiological Phenomena; Biodiversity; California; Desiccation; Fungi; Gene Expression Regulation, Bacterial; Gene Expression Regulation, Fungal; Phylogeny; Rna, Ribosomal, 16S; Rna, Ribosomal, 28S; Seasons; Soil; Soil Microbiology; Water",Bacterial Physiological Phenomena; Biodiversity; Desiccation; Soil Microbiology,Genetics; Physiology; Classification; Genetics; Classification; Genetics; Physiology; Genetics; Genetics; Chemistry; Analysis; Metabolism,ISME J,N/A,England,N/A,Romain L Barnard; Catherine A Osborne; Mary K Firestone,N/A
10.3390/ani13233687,2023,eDNA; freshwater environment; freshwater vertebrates; monitoring; terrestrial vertebrates,N/A,N/A,N/A,Animals (Basel),N/A,Switzerland,B73C22001590002,Manuela Mauro; Mario Lo Valvo; Mirella Vazzana; Slobodanka Radovic; Aiti Vizzini; Rosario Badalamenti; Lucie Branwen Hornsby; Vincenzo Arizza,N/A
10.1093/biosci/biab120,2022,N/A,N/A,N/A,N/A,Bioscience,N/A,England,N/A,Lesley Evans Ogden,N/A
10.7554/eLife.85795,2023,community dynamics; ecology; environmental DNA; fish; information flow; interaction network; none; quantitative environmental DNA analysis,Animals; Ecosystem; Temperature; Fishes; Climate Change; Water,Ecosystem; Fishes,N/A,Elife,N/A,England,N/A,Masayuki Ushio; Testuya Sado; Takehiko Fukuchi; Sachia Sasano; Reiji Masuda; Yutaka Osada; Masaki Miya,N/A
10.1093/conphys/cov011,2015,Climate change; coral reef fish; locomotory performance; predator–prey interaction,N/A,N/A,N/A,Conserv Physiol,N/A,England,N/A,Bridie J M Allan; Paolo Domenici; Phillip L Munday; Mark I McCormick,N/A
10.1371/journal.pone.0058520,2013,N/A,Analysis Of Variance; Animals; Biomechanical Phenomena; Carbon Dioxide; Escape Reaction; Food Chain; Perciformes; Predatory Behavior; Seawater; Video Recording,Food Chain,Metabolism; Pharmacology; Drug Effects; Physiology; Physiology; Drug Effects; Physiology; Analysis,PLoS One,N/A,United States,N/A,Bridie J M Allan; Paolo Domenici; Mark I McCormick; Sue-Ann Watson; Philip L Munday,N/A
10.1523/JNEUROSCI.1435-08.2008,2008,N/A,"Action Potentials; Animals; Escape Reaction; Neurons, Afferent; Reaction Time; Rhombencephalon; Sensory Thresholds; Time Factors; Zebrafish",N/A,Physiology; Physiology; Physiology; Physiology; Physiology,J Neurosci,N/A,United States,N/A,Tsunehiko Kohashi; Yoichi Oda,N/A
10.3390/ani14111519,2024,amphibians; biodiversity; eDNA; island biogeography; metabarcoding; species richness; species–area relationship,N/A,N/A,N/A,Animals (Basel),N/A,Switzerland,SNJNP2022001; SNJGKL2022001; 32030070; 2019QZKK0501; 050001-521100222045; C2022201042,Wenhao Li; Xianglei Hou; Yunlong Zhu; Jiacong Du; Chunxia Xu; Jingyuan Yang; Yiming Li,N/A
10.3390/microorganisms11051307,2023,fungi; oomycetes; organic farming,N/A,N/A,N/A,Microorganisms,N/A,Switzerland,NRF-2021R1I1A1A01060318,Bora Nam; Hyo Jung Lee; Young-Joon Choi,N/A
10.1002/ece3.10612,2023,Lepidoptera; contamination; dietary studies; environmental DNA; false positives; metabarcoding,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Coen Westerduin; Marko Suokas; Tuukka Petäjä; Ulla Saarela; Seppo Vainio; Marko Mutanen,N/A
10.24272/j.issn.2095-8137.2022.195,2023,Adaptive mechanism; Cavefish; Intestinal microbes; Sinocyclocheilus,Animals; Phylogeny; Caves; Gastrointestinal Microbiome; Cyprinidae; Ecosystem,Gastrointestinal Microbiome; Cyprinidae,Genetics,Zool Res,N/A,China,N/A,Hong-Yu Chen; Chun-Qing Li; Shan-Yuan Chen; Hen Xiao,N/A
10.1002/ece3.11631,2024,COI; NUMTs; aquatic biodiversity; eDNA metabarcoding; intraspecific diversity,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,S V Turanov; M A Koltsova; O A Rutenko,N/A
10.1038/s41598-018-32917-x,2018,N/A,"Aquatic Organisms; Biodiversity; Dna Barcoding, Taxonomic; Dna, Mitochondrial; Dna, Ribosomal; Electron Transport Complex Iv; Metagenomics; North Sea; Rna, Ribosomal, 18S; Seawater",N/A,Classification; Genetics; Methods; Genetics; Isolation & Purification; Genetics; Isolation & Purification; Genetics; Methods; Genetics; Chemistry,Sci Rep,N/A,England,N/A,Babett Günther; Thomas Knebelsberger; Hermann Neumann; Silke Laakmann; Pedro Martínez Arbizu,N/A
10.3390/ani13111777,2023,coral reef; environmental DNA; fish community; functional diversity; mangrove; seagrass,N/A,N/A,N/A,Animals (Basel),N/A,Switzerland,"42176153,; HX04-210901; HX03-220701; IF004-2022; 41676096",Shuting Qiu; Jillian Lean Sim Ooi; Weilin Chen; Sze-Wan Poong; Han Zhang; Weiyi He; Shangke Su; Hao Luo; Wenjia Hu; Yang Amri Affendi; Jianguo Du; Kar-Hoe Loh,N/A
10.1016/j.mex.2021.101303,2021,Amplicon sequence variants (ASV); ITS2; Illumina generated PhiX control library; Internal transcribed spacer 2; MiSeq platform; Naive bayesian classifier; Vacuum filtration,N/A,N/A,N/A,MethodsX,N/A,Netherlands,N/A,Anna E Oliver; Lindsay K Newbold; Hyun S Gweon; Daniel S Read; Ben A Woodcock; Richard F Pywell,N/A
10.1038/srep42838,2017,N/A,"Animals; Bees; Behavior, Animal; Dna Barcoding, Taxonomic; Dna, Plant; Flowers; Honey; Plants; Seasons; Sequence Analysis, Dna","Behavior, Animal",Physiology; Methods; Genetics; Classification; Genetics; Classification; Genetics,Sci Rep,N/A,England,N/A,Natasha de Vere; Laura E Jones; Tegan Gilmore; Jake Moscrop; Abigail Lowe; Dan Smith; Matthew J Hegarty; Simon Creer; Col R Ford,N/A
10.1038/nature16532,2016,N/A,Animals; Biodiversity; Flowers; Grassland; Insecta; Medicago; Plant Nectar; Plants; Pollination; Species Specificity; United Kingdom,Biodiversity,Chemistry; Classification; Growth & Development; Physiology; Chemistry; Growth & Development; Analysis; Chemistry; Classification; Metabolism,Nature,N/A,England,094887,Mathilde Baude; William E Kunin; Nigel D Boatman; Simon Conyers; Nancy Davies; Mark A K Gillespie; R Daniel Morton; Simon M Smart; Jane Memmott,N/A
10.1111/ele.12121,2013,N/A,Animals; Biodiversity; Conservation Of Natural Resources; Europe; Insecta; Plants; Pollination,Biodiversity; Plants; Pollination,Classification; Physiology,Ecol Lett,N/A,England,N/A,Luísa Gigante Carvalheiro; William E Kunin; Petr Keil; Jesus Aguirre-Gutiérrez; Willem Nicolaas Ellis; Richard Fox; Quentin Groom; Stephan Hennekens; Wouter Van Landuyt; Dirk Maes; Frank Van de Meutter; Denis Michez; Pierre Rasmont; Baudewijn Ode; Simon Geoffrey Potts; Menno Reemer; Stuart Paul Masson Roberts; Joop Schaminée; Michiel F WallisDeVries; Jacobus Christiaan Biesmeijer,N/A
10.1007/s10453-022-09759-2,2022,Air; Biostatistics; Cyclones; Microbiology; eDNA,N/A,N/A,N/A,Aerobiologia (Bologna),N/A,Netherlands,N/A,Mary Hanson; Geoff Petch; Thor-Bjørn Ottosen; Carsten Skjøth,N/A
10.1371/journal.pone.0034076,2012,N/A,Allergens; Climate Change; Europe; Geography; Pollen,Pollen,Analysis,PLoS One,N/A,United States,N/A,Chiara Ziello; Tim H Sparks; Nicole Estrella; Jordina Belmonte; Karl C Bergmann; Edith Bucher; Maria Antonia Brighetti; Athanasios Damialis; Monique Detandt; Carmen Galán; Regula Gehrig; Lukasz Grewling; Adela M Gutiérrez Bustillo; Margrét Hallsdóttir; Marie-Claire Kockhans-Bieda; Concepción De Linares; Dorota Myszkowska; Anna Pàldy; Adriana Sánchez; Matthew Smith; Michel Thibaudon; Alessandro Travaglini; Agnieszka Uruska; Rosa M Valencia-Barrera; Despoina Vokou; Reinhard Wachter; Letty A de Weger; Annette Menzel,N/A
10.1007/s10393-009-0261-x,2009,N/A,"Air Pollutants; Allergens; Greenhouse Effect; Humans; Hypersensitivity, Immediate; Meteorological Concepts; Pollen",Greenhouse Effect,Adverse Effects; Immunology; Immunology; Immunology; Immunology,Ecohealth,N/A,United States,N/A,Colleen E Reid; Janet L Gamble,N/A
10.1136/thx.48.3.244,1993,N/A,"Adolescent; Adult; Aged; Aged, 80 And Over; Air Pollutants; Asthma; Cold Temperature; Female; Humans; Hydrogen Sulfide; Male; Middle Aged; Nitrogen Dioxide; Patient Acceptance Of Health Care; Pollen; Seasons; Sulfur Dioxide; Weather",Cold Temperature; Pollen,Adverse Effects; Etiology; Adverse Effects; Adverse Effects; Adverse Effects,Thorax,N/A,England,N/A,O V Rossi; V L Kinnula; J Tienari; E Huhti,N/A
10.1016/j.csbj.2021.04.005,2021,"16S rRNA; AMBI, AZTI's marine biotic index; ASV, Amplicon Sequence Variants; AZE, allowable zone of effect, intermediate impact zone; BI, biotic index; BallWa, ballast water dataset; BasCo, Basque coast dataset; Biomonitoring; CE, cage edge; CV, Coefficient of Variance; DADA2, Divisive Amplicon Denoising Algorithm; EQ, environmental quality; Environmental DNA; FM, full model; MDS, multidimensional scaling; Machine learning; Marine; NEB, New England Biolabs; NW, north west; NorSa, Norway salmon dataset; OOB-error, out-of-bag error estimate; PCR, polymerase chain reaction; REF, reference site; RF, random forest algorithm; SML, supervised machine learning; ScoSa, Scottish salmon farm dataset; V3-V4, hypervariable gene regions of the 16s rRNA; bp, base pairs; eDNA, environmental deoxyribonucleic acid; microgAMBI, AZTI's marine biotic index based on microbial genes; mtry, numbers of variables tried at each split; n, number; rRNA, small subunit prokaryotic ribosomal ribonucleic acid",N/A,N/A,N/A,Comput Struct Biotechnol J,N/A,Netherlands,N/A,Verena Dully; Thomas A Wilding; Timo Mühlhaus; Thorsten Stoeck,N/A
10.3389/fmicb.2018.03054,2018,aquaculture microbiology; bacterial communities; benthic indicators; biodiversity; biomarkers; flocculent matter; waste products,N/A,N/A,N/A,Front Microbiol,N/A,Switzerland,N/A,Joost T P Verhoeven; Flora Salvo; Robyn Knight; Dounia Hamoutene; Suzanne C Dufour,N/A
10.1002/ece3.10800,2023,diet; eDNA; human activities; invasive species; land‐use; native species; stable isotopes,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Antje Chiu-Werner; Menna Jones,N/A
10.1038/s41559-021-01542-9,2021,N/A,Animals; Anthropogenic Effects; Conservation Of Natural Resources; Endangered Species; Humans; Hunting; Vertebrates,Conservation Of Natural Resources; Endangered Species,N/A,Nat Ecol Evol,N/A,England,N/A,Michael B J Harfoot; Alison Johnston; Andrew Balmford; Neil D Burgess; Stuart H M Butchart; Maria P Dias; Carolina Hazin; Craig Hilton-Taylor; Michael Hoffmann; Nick J B Isaac; Lars L Iversen; Charlotte L Outhwaite; Piero Visconti; Jonas Geldmann,N/A
10.1038/ncomms12485,2016,N/A,"Geography; History, 21St Century; Internationality; Introduced Species",Internationality; Introduced Species,N/A,Nat Commun,N/A,England,N/A,Regan Early; Bethany A Bradley; Jeffrey S Dukes; Joshua J Lawler; Julian D Olden; Dana M Blumenthal; Patrick Gonzalez; Edwin D Grosholz; Ines Ibañez; Luke P Miller; Cascade J B Sorte; Andrew J Tatem,N/A
10.1073/pnas.1033107100,2003,N/A,"Biomass; Ecosystem; Models, Biological; Nitrates; Poaceae; Seasons; Soil; Species Specificity","Ecosystem; Models, Biological",Metabolism; Growth & Development; Metabolism; Analysis,Proc Natl Acad Sci U S A,N/A,United States,N/A,Joseph Fargione; Cynthia S Brown; David Tilman,N/A
10.1093/gigascience/giac066,2022,amplicon sequencing; eDNA; environmental DNA; meta-analysis; metabarcoding; microbiome,"High-Throughput Nucleotide Sequencing; Rna, Ribosomal, 16S; Silicates; Software; Workflow",High-Throughput Nucleotide Sequencing; Software,Methods; Genetics,Gigascience,N/A,United States,N/A,Luke R Thompson; Sean R Anderson; Paul A Den Uyl; Nastassia V Patin; Shen Jean Lim; Grant Sanderson; Kelly D Goodwin,N/A
10.1002/ece3.9800,2023,Mediterranean; catadromous; connectivity; dams; distribution; eDNA; eel management plans; intermittent; island; policy,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Nathan P Griffiths; Rosalind M Wright; Bernd Hänfling; Jonathan D Bolland; Katerina Drakou; Graham S Sellers; Stamatis Zogaris; Iakovos Tziortzis; Gerald Dörflinger; Marlen I Vasquez,N/A
10.1371/journal.pntd.0010234,2022,N/A,Animals; Humans; Japan; Leptospira; Leptospirosis; Rats; Serogroup; Zoonoses,Leptospira; Leptospirosis,Epidemiology; Epidemiology; Microbiology; Microbiology,PLoS Negl Trop Dis,N/A,United States,N/A,Yukuto Sato; Idam Hermawan; Tetsuya Kakita; Sho Okano; Hideyuki Imai; Hiroto Nagai; Ryosuke Kimura; Tetsu Yamashiro; Tadashi Kajita; Claudia Toma,N/A
10.1007/s00442-022-05254-0,2022,DNA metabarcoding; Floral preferences; Native bees; Trap nests; Urbanisation,"Bees; Animals; Flowers; Dna Barcoding, Taxonomic; Pollen; Ecosystem; Urbanization","Flowers; Dna Barcoding, Taxonomic",Physiology,Oecologia,N/A,Germany,N/A,Kristen Fernandes; Kit Prendergast; Philip W Bateman; Benjamin J Saunders; Mark Gibberd; Michael Bunce; Paul Nevill,N/A
10.1098/rstb.2009.0243,2010,N/A,"Africa, Southern; Animals; Biological Evolution; Ecosystem; Genetic Variation; Plants; Pollination",Biological Evolution; Ecosystem,Genetics; Genetics,Philos Trans R Soc Lond B Biol Sci,N/A,England,N/A,Steven D Johnson,N/A
10.1073/pnas.0706375104,2007,N/A,"Animals; Ecosystem; Models, Biological; Pollination; Population Dynamics",N/A,Physiology,Proc Natl Acad Sci U S A,N/A,United States,N/A,Jens M Olesen; Jordi Bascompte; Yoko L Dupont; Pedro Jordano,N/A
10.3390/microorganisms12030507,2024,16S rRNA; POME; bioinformatics; metabarcoding; microbiome; palm oil,N/A,N/A,N/A,Microorganisms,N/A,Switzerland,N/A,Johnes Pinto Sanches; Sávio Souza Costa; Diego Assis das Graças; Artur Silva; Guilherme Costa Baião; Rennan G Moreira; Marcelo Murad Magalhães; Roberto Lisboa Cunha; Rafael Azevedo Baraúna,N/A
10.21315/tlsr2018.29.2.10,2018,Biodegradation; Industry; MALPOM Sdn. Bhd.; Malaysia; Microbiota; Palm Oil Mill Effluent (POME); Wastewater,N/A,N/A,N/A,Trop Life Sci Res,N/A,Malaysia,N/A,Jeremiah David Bala; Japareng Lalung; Adel Ali Saeed Al-Gheethi; Kaizar Hossain; Norli Ismail,N/A
10.1016/j.sjbs.2012.04.005,2012,Microalgae; Wastewater treatment,N/A,N/A,N/A,Saudi J Biol Sci,N/A,Saudi Arabia,N/A,N Abdel-Raouf; A A Al-Homaidan; I B M Ibraheem,N/A
10.3390/biology12111446,2023,biodiversity; biomass; conservation; coral reefs; hotspot; mesophotic slope,N/A,N/A,N/A,Biology (Basel),N/A,Switzerland,ANR-18-CE02-0016; CIFRE 2019/0105; SEAMOUNTS,Florian Baletaud; Gaël Lecellier; Antoine Gilbert; Laëtitia Mathon; Jean-Marie Côme; Tony Dejean; Mahé Dumas; Sylvie Fiat; Laurent Vigliola,N/A
10.1371/journal.pone.0203012,2019,N/A,"Animals; Carps; Dna Barcoding, Taxonomic; Dna, Mitochondrial; Ecosystem; Female; Fisheries; Food Chain; Genetic Variation; Genetics, Population; Haplotypes; High-Throughput Nucleotide Sequencing; Introduced Species; Lakes; Male; Microsatellite Repeats; North America; Phylogeny; Rivers; Species Specificity",Introduced Species,Classification; Genetics; Genetics,PLoS One,N/A,United States,N/A,Carol A Stepien; Matthew R Snyder; Anna E Elz,N/A
10.1073/pnas.1317745111,2014,biodiversity; biological invasion; colonization; extinction,"Algorithms; Animals; Biodiversity; Communicable Disease Control; Communicable Diseases; Conservation Of Natural Resources; Ecology; Genetic Variation; Genotype; Humans; Introduced Species; Models, Biological; Phenotype; Regression Analysis",Conservation Of Natural Resources; Introduced Species,Transmission,Proc Natl Acad Sci U S A,N/A,United States,N/A,Anders Forsman,N/A
10.1111/1755-0998.13459,2022,Ctenophora; barcoding; biodiversity; cytochrome-c oxidase; eDNA; metabarcoding; primers,Animals; Ctenophora; Phylogeny,Ctenophora,Genetics,Mol Ecol Resour,N/A,England,R01 GM087198; R01-GM087198; NSF-DEB 1542679,Lynne M Christianson; Shannon B Johnson; Darrin T Schultz; Steven H D Haddock,N/A
10.1098/rsos.231286,2024,biomonitoring; invertebrate-derived DNA; metabarcoding; terrestrial vertebrate,N/A,N/A,N/A,R Soc Open Sci,N/A,England,N/A,Kristen Fernandes; Philip W Bateman; Benjamin J Saunders; Mark Gibberd; Michael Bunce; Kristine Bohmann; Paul Nevill,N/A
10.1186/s12983-015-0115-z,2015,N/A,N/A,N/A,N/A,Front Zool,N/A,England,N/A,Ida Bærholm Schnell; Rahel Sollmann; Sébastien Calvignac-Spencer; Mark E Siddall; Douglas W Yu; Andreas Wilting; M Thomas P Gilbert,N/A
10.1098/rspb.1999.0686,1999,N/A,"Animals; California; Carnivora; Dna, Mitochondrial; Feces; Female; Genetics, Population; Genotype; Male; Mammals; Microsatellite Repeats; Population Density; Sex Ratio; Species Specificity",N/A,Genetics; Genetics; Isolation & Purification; Chemistry; Genetics,Proc Biol Sci,N/A,England,N/A,M H Kohn; E C York; D A Kamradt; G Haught; R M Sauvajot; R K Wayne,N/A
10.1002/ece3.6071,2020,ballast water; environmental DNA; environmental monitoring; invasive species; metabarcoding; nonindigenous species; port biological baseline surveys,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Anaïs Rey; Oihane C Basurko; Naiara Rodriguez-Ezpeleta,N/A
10.1002/ece3.8884,2022,community assembly; eDNA; environmental filtering; environmental heterogeneity; fish; hypoxia,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Naoto Shinohara; Yuki Hongo; Momoko Ichinokawa; Shota Nishijima; Shuhei Sawayama; Hiroaki Kurogi; Yasuyuki Uto; Hisanori Mita; Mitsuhiro Ishii; Akane Kusano; Seiji Akimoto,N/A
10.3390/jof1010076,2015,ECM; Internal Transcribed Spacer; Large Subunit of the ribosomal RNA gene; ectomycorrhiza; environmental DNA; sporocarp,N/A,N/A,N/A,J Fungi (Basel),N/A,Switzerland,N/A,Ari Jumpponen; Shawn P Brown; James M Trappe; Efrén Cázares; Rauni Strömmer,N/A
10.1128/AEM.70.5.2692-2701.2004,2004,N/A,"Agriculture; Bacteria; Colony Count, Microbial; Dna, Ribosomal; Ecosystem; Electrophoresis; Fertilizers; Fungi; Pesticides; Rna, Ribosomal, 16S; Rna, Ribosomal, 18S; Reverse Transcriptase Polymerase Chain Reaction; Soil Microbiology; Triticum",Agriculture; Fertilizers; Soil Microbiology; Triticum,Genetics; Growth & Development; Isolation & Purification; Analysis; Methods; Genetics; Growth & Development; Isolation & Purification; Pharmacology; Genetics; Genetics,Appl Environ Microbiol,N/A,United States,N/A,Martina S Girvan; Juliet Bullimore; Andrew S Ball; Jules N Pretty; A Mark Osborn,N/A
