DOI,Year,Keywords,MeSH Terms,Major Topics,Subheadings
10.3390/ani13233687,2023,eDNA; freshwater environment; freshwater vertebrates; monitoring; terrestrial vertebrates,N/A,N/A,N/A
10.1093/biosci/biab120,2022,N/A,N/A,N/A,N/A
10.7554/eLife.85795,2023,community dynamics; ecology; environmental DNA; fish; information flow; interaction network; none; quantitative environmental DNA analysis,Animals; Ecosystem; Temperature; Fishes; Climate Change; Water,Ecosystem; Fishes,N/A
10.1093/conphys/cov011,2015,Climate change; coral reef fish; locomotory performance; predator–prey interaction,N/A,N/A,N/A
10.1371/journal.pone.0058520,2013,N/A,Analysis Of Variance; Animals; Biomechanical Phenomena; Carbon Dioxide; Escape Reaction; Food Chain; Perciformes; Predatory Behavior; Seawater; Video Recording,Food Chain,Metabolism; Pharmacology; Drug Effects; Physiology; Physiology; Drug Effects; Physiology; Analysis
10.1523/JNEUROSCI.1435-08.2008,2008,N/A,"Action Potentials; Animals; Escape Reaction; Neurons, Afferent; Reaction Time; Rhombencephalon; Sensory Thresholds; Time Factors; Zebrafish",N/A,Physiology; Physiology; Physiology; Physiology; Physiology
10.3390/ani14111519,2024,amphibians; biodiversity; eDNA; island biogeography; metabarcoding; species richness; species–area relationship,N/A,N/A,N/A
10.3390/microorganisms11051307,2023,fungi; oomycetes; organic farming,N/A,N/A,N/A
10.1002/ece3.10612,2023,Lepidoptera; contamination; dietary studies; environmental DNA; false positives; metabarcoding,N/A,N/A,N/A
10.24272/j.issn.2095-8137.2022.195,2023,Adaptive mechanism; Cavefish; Intestinal microbes; Sinocyclocheilus,Animals; Phylogeny; Caves; Gastrointestinal Microbiome; Cyprinidae; Ecosystem,Gastrointestinal Microbiome; Cyprinidae,Genetics
10.1002/ece3.11631,2024,COI; NUMTs; aquatic biodiversity; eDNA metabarcoding; intraspecific diversity,N/A,N/A,N/A
10.1038/s41598-018-32917-x,2018,N/A,"Aquatic Organisms; Biodiversity; Dna Barcoding, Taxonomic; Dna, Mitochondrial; Dna, Ribosomal; Electron Transport Complex Iv; Metagenomics; North Sea; Rna, Ribosomal, 18S; Seawater",N/A,Classification; Genetics; Methods; Genetics; Isolation & Purification; Genetics; Isolation & Purification; Genetics; Methods; Genetics; Chemistry
10.3390/ani13111777,2023,coral reef; environmental DNA; fish community; functional diversity; mangrove; seagrass,N/A,N/A,N/A
10.1016/j.mex.2021.101303,2021,Amplicon sequence variants (ASV); ITS2; Illumina generated PhiX control library; Internal transcribed spacer 2; MiSeq platform; Naive bayesian classifier; Vacuum filtration,N/A,N/A,N/A
10.1038/srep42838,2017,N/A,"Animals; Bees; Behavior, Animal; Dna Barcoding, Taxonomic; Dna, Plant; Flowers; Honey; Plants; Seasons; Sequence Analysis, Dna","Behavior, Animal",Physiology; Methods; Genetics; Classification; Genetics; Classification; Genetics
10.1038/nature16532,2016,N/A,Animals; Biodiversity; Flowers; Grassland; Insecta; Medicago; Plant Nectar; Plants; Pollination; Species Specificity; United Kingdom,Biodiversity,Chemistry; Classification; Growth & Development; Physiology; Chemistry; Growth & Development; Analysis; Chemistry; Classification; Metabolism
10.1111/ele.12121,2013,N/A,Animals; Biodiversity; Conservation Of Natural Resources; Europe; Insecta; Plants; Pollination,Biodiversity; Plants; Pollination,Classification; Physiology
10.1007/s10453-022-09759-2,2022,Air; Biostatistics; Cyclones; Microbiology; eDNA,N/A,N/A,N/A
10.1371/journal.pone.0034076,2012,N/A,Allergens; Climate Change; Europe; Geography; Pollen,Pollen,Analysis
10.1007/s10393-009-0261-x,2009,N/A,"Air Pollutants; Allergens; Greenhouse Effect; Humans; Hypersensitivity, Immediate; Meteorological Concepts; Pollen",Greenhouse Effect,Adverse Effects; Immunology; Immunology; Immunology; Immunology
10.1136/thx.48.3.244,1993,N/A,"Adolescent; Adult; Aged; Aged, 80 And Over; Air Pollutants; Asthma; Cold Temperature; Female; Humans; Hydrogen Sulfide; Male; Middle Aged; Nitrogen Dioxide; Patient Acceptance Of Health Care; Pollen; Seasons; Sulfur Dioxide; Weather",Cold Temperature; Pollen,Adverse Effects; Etiology; Adverse Effects; Adverse Effects; Adverse Effects
10.1016/j.csbj.2021.04.005,2021,"16S rRNA; AMBI, AZTI's marine biotic index; ASV, Amplicon Sequence Variants; AZE, allowable zone of effect, intermediate impact zone; BI, biotic index; BallWa, ballast water dataset; BasCo, Basque coast dataset; Biomonitoring; CE, cage edge; CV, Coefficient of Variance; DADA2, Divisive Amplicon Denoising Algorithm; EQ, environmental quality; Environmental DNA; FM, full model; MDS, multidimensional scaling; Machine learning; Marine; NEB, New England Biolabs; NW, north west; NorSa, Norway salmon dataset; OOB-error, out-of-bag error estimate; PCR, polymerase chain reaction; REF, reference site; RF, random forest algorithm; SML, supervised machine learning; ScoSa, Scottish salmon farm dataset; V3-V4, hypervariable gene regions of the 16s rRNA; bp, base pairs; eDNA, environmental deoxyribonucleic acid; microgAMBI, AZTI's marine biotic index based on microbial genes; mtry, numbers of variables tried at each split; n, number; rRNA, small subunit prokaryotic ribosomal ribonucleic acid",N/A,N/A,N/A
10.3389/fmicb.2018.03054,2018,aquaculture microbiology; bacterial communities; benthic indicators; biodiversity; biomarkers; flocculent matter; waste products,N/A,N/A,N/A
10.1002/ece3.10800,2023,diet; eDNA; human activities; invasive species; land‐use; native species; stable isotopes,N/A,N/A,N/A
10.1038/s41559-021-01542-9,2021,N/A,Animals; Anthropogenic Effects; Conservation Of Natural Resources; Endangered Species; Humans; Hunting; Vertebrates,Conservation Of Natural Resources; Endangered Species,N/A
10.1038/ncomms12485,2016,N/A,"Geography; History, 21St Century; Internationality; Introduced Species",Internationality; Introduced Species,N/A
10.1073/pnas.1033107100,2003,N/A,"Biomass; Ecosystem; Models, Biological; Nitrates; Poaceae; Seasons; Soil; Species Specificity","Ecosystem; Models, Biological",Metabolism; Growth & Development; Metabolism; Analysis
10.1093/gigascience/giac066,2022,amplicon sequencing; eDNA; environmental DNA; meta-analysis; metabarcoding; microbiome,"High-Throughput Nucleotide Sequencing; Rna, Ribosomal, 16S; Silicates; Software; Workflow",High-Throughput Nucleotide Sequencing; Software,Methods; Genetics
10.1002/ece3.9800,2023,Mediterranean; catadromous; connectivity; dams; distribution; eDNA; eel management plans; intermittent; island; policy,N/A,N/A,N/A
10.1371/journal.pntd.0010234,2022,N/A,Animals; Humans; Japan; Leptospira; Leptospirosis; Rats; Serogroup; Zoonoses,Leptospira; Leptospirosis,Epidemiology; Epidemiology; Microbiology; Microbiology
10.1007/s00442-022-05254-0,2022,DNA metabarcoding; Floral preferences; Native bees; Trap nests; Urbanisation,"Bees; Animals; Flowers; Dna Barcoding, Taxonomic; Pollen; Ecosystem; Urbanization","Flowers; Dna Barcoding, Taxonomic",Physiology
10.1098/rstb.2009.0243,2010,N/A,"Africa, Southern; Animals; Biological Evolution; Ecosystem; Genetic Variation; Plants; Pollination",Biological Evolution; Ecosystem,Genetics; Genetics
10.1073/pnas.0706375104,2007,N/A,"Animals; Ecosystem; Models, Biological; Pollination; Population Dynamics",N/A,Physiology
10.3390/microorganisms12030507,2024,16S rRNA; POME; bioinformatics; metabarcoding; microbiome; palm oil,N/A,N/A,N/A
10.21315/tlsr2018.29.2.10,2018,Biodegradation; Industry; MALPOM Sdn. Bhd.; Malaysia; Microbiota; Palm Oil Mill Effluent (POME); Wastewater,N/A,N/A,N/A
10.1016/j.sjbs.2012.04.005,2012,Microalgae; Wastewater treatment,N/A,N/A,N/A
10.3390/biology12111446,2023,biodiversity; biomass; conservation; coral reefs; hotspot; mesophotic slope,N/A,N/A,N/A
10.1371/journal.pone.0203012,2019,N/A,"Animals; Carps; Dna Barcoding, Taxonomic; Dna, Mitochondrial; Ecosystem; Female; Fisheries; Food Chain; Genetic Variation; Genetics, Population; Haplotypes; High-Throughput Nucleotide Sequencing; Introduced Species; Lakes; Male; Microsatellite Repeats; North America; Phylogeny; Rivers; Species Specificity",Introduced Species,Classification; Genetics; Genetics
10.1073/pnas.1317745111,2014,biodiversity; biological invasion; colonization; extinction,"Algorithms; Animals; Biodiversity; Communicable Disease Control; Communicable Diseases; Conservation Of Natural Resources; Ecology; Genetic Variation; Genotype; Humans; Introduced Species; Models, Biological; Phenotype; Regression Analysis",Conservation Of Natural Resources; Introduced Species,Transmission
10.1111/1755-0998.13459,2022,Ctenophora; barcoding; biodiversity; cytochrome-c oxidase; eDNA; metabarcoding; primers,Animals; Ctenophora; Phylogeny,Ctenophora,Genetics
10.1098/rsos.231286,2024,biomonitoring; invertebrate-derived DNA; metabarcoding; terrestrial vertebrate,N/A,N/A,N/A
10.1186/s12983-015-0115-z,2015,N/A,N/A,N/A,N/A
10.1098/rspb.1999.0686,1999,N/A,"Animals; California; Carnivora; Dna, Mitochondrial; Feces; Female; Genetics, Population; Genotype; Male; Mammals; Microsatellite Repeats; Population Density; Sex Ratio; Species Specificity",N/A,Genetics; Genetics; Isolation & Purification; Chemistry; Genetics
10.1002/ece3.6071,2020,ballast water; environmental DNA; environmental monitoring; invasive species; metabarcoding; nonindigenous species; port biological baseline surveys,N/A,N/A,N/A
10.1002/ece3.8884,2022,community assembly; eDNA; environmental filtering; environmental heterogeneity; fish; hypoxia,N/A,N/A,N/A
10.3390/jof1010076,2015,ECM; Internal Transcribed Spacer; Large Subunit of the ribosomal RNA gene; ectomycorrhiza; environmental DNA; sporocarp,N/A,N/A,N/A
10.1128/AEM.70.5.2692-2701.2004,2004,N/A,"Agriculture; Bacteria; Colony Count, Microbial; Dna, Ribosomal; Ecosystem; Electrophoresis; Fertilizers; Fungi; Pesticides; Rna, Ribosomal, 16S; Rna, Ribosomal, 18S; Reverse Transcriptase Polymerase Chain Reaction; Soil Microbiology; Triticum",Agriculture; Fertilizers; Soil Microbiology; Triticum,Genetics; Growth & Development; Isolation & Purification; Analysis; Methods; Genetics; Growth & Development; Isolation & Purification; Pharmacology; Genetics; Genetics
10.1007/s10453-022-09760-9,2022,Fungi; ITS1; ITS2; Metabarcoding; Microscopy; Unmanaged grassland,N/A,N/A,N/A
10.3389/fmicb.2017.00001,2017,microbial interactions; microbiome; soil microbiology; volatile organic compounds,N/A,N/A,N/A
10.1038/ismej.2015.42,2015,N/A,"Anti-Bacterial Agents; Antifungal Agents; Drug Resistance, Bacterial; Ecology; Eukaryota; Gene Expression; Microbial Interactions; Quorum Sensing; Soil; Soil Microbiology; Volatile Organic Compounds",Ecology; Microbial Interactions,Chemistry; Chemistry; Chemistry; Chemistry
10.1093/femsec/fiv042,2015,aliphatic hydrocarbon degradation; methanogenesis; sulphidogenesis,"Alkanes; Biodegradation, Environmental; Cyclopentanes; Deltaproteobacteria; Euryarchaeota; Fumarates; Methane; Methanosarcinales; Microbial Consortia; Oil And Gas Fields; Pentanes; Peptococcaceae; Phylogeny; Ponds; Rna, Ribosomal, 16S; Sulfates",N/A,Metabolism; Chemistry; Genetics; Metabolism; Genetics; Metabolism; Chemistry; Metabolism; Metabolism; Genetics; Metabolism; Genetics; Microbiology; Chemistry; Genetics; Metabolism; Genetics; Metabolism
10.1016/j.envint.2014.06.006,2014,Biomarker; Global DNA methylation; Placenta; Sex; TEXB; Xenoestrogens,"Adult; Body Burden; Chromatography, High Pressure Liquid; Cohort Studies; Dna Methylation; Endocrine Disruptors; Environmental Pollutants; Estrogens; Female; Humans; Long Interspersed Nucleotide Elements; Longitudinal Studies; Male; Maternal Exposure; Placenta; Pregnancy; Regression Analysis; Sex Factors; Spain; Statistics, Nonparametric",Maternal Exposure,Drug Effects; Metabolism; Toxicity; Metabolism; Toxicity; Toxicity; Drug Effects; Genetics; Drug Effects; Metabolism
10.1289/ehp.0901429,2010,N/A,"Biomarkers; Bone And Bones; Dna Methylation; Environmental Pollutants; Humans; Lead; Leukocytes; Long Interspersed Nucleotide Elements; Male; Massachusetts; Models, Statistical; Retroelements; Spectrometry, X-Ray Emission; Spectrophotometry, Atomic",N/A,Analysis; Chemistry; Drug Effects; Genetics; Analysis; Analysis; Chemistry; Genetics; Genetics
10.1016/j.gene.2008.04.007,2008,N/A,"Alu Elements; Animals; Cells, Cultured; Chickens; Endonucleases; Hela Cells; Humans; Long Interspersed Nucleotide Elements; Mice; Proteins; Rna-Directed Dna Polymerase; Sequence Deletion; Sequence Tagged Sites",Alu Elements; Long Interspersed Nucleotide Elements,Genetics; Metabolism; Genetics; Metabolism; Genetics; Metabolism
10.1371/journal.pone.0296310,2024,N/A,Animals; Ecosystem; Biodiversity; Rivers; Hydrology; Fishes; Water,Ecosystem; Biodiversity,Genetics
10.1016/j.wroa.2023.100194,2023,Aquaculture; Bacterial pathogen database; Coastal monitoring; Environmental DNA metabarcoding; Pathogen surveillance,N/A,N/A,N/A
10.1007/s00253-023-12993-4,2024,Community assembly; Meio- and micro-eukaryotic composition; Species interactions; Stochastic and deterministic processes; Three Gorges Reservoir,Animals; Rivers; Environmental Monitoring; Ecosystem; Zooplankton; Seasons; China,Rivers; Environmental Monitoring,N/A
10.1186/s40168-021-01079-w,2021,Community ecology; Core taxa; Deterministic processes; Microeukaryotic plankton; Network stability; Salinity; Satellite taxa; Stochastic processes; Subtropical reservoir,China; Ecology; Ecosystem; Plankton; Salinity,Ecosystem; Plankton,N/A
10.1038/s41396-019-0522-9,2020,N/A,Agriculture; Archaea; Bacteria; China; Ecosystem; Fungi; High-Throughput Nucleotide Sequencing; Microbiota; Oryza; Soil Microbiology; Zea Mays,Agriculture; Microbiota; Soil Microbiology,Genetics; Isolation & Purification; Genetics; Isolation & Purification; Genetics; Isolation & Purification
10.1136/pgmj.65.766.515,1989,N/A,"Adult; Aged; Arteritis; Cause Of Death; Female; Glomerulosclerosis, Focal Segmental; Humans; Male; Middle Aged; Retrospective Studies",N/A,Blood; Complications; Mortality; Therapy; Etiology
10.1093/gigascience/giz029,2019,environmental DNA; invertebrate-derived -DNA; leeches; metabarcoding,"Computational Biology; Dna Barcoding, Taxonomic; Databases, Nucleic Acid; Laboratories; Metagenome; Metagenomics; Quality Control; Workflow","Dna Barcoding, Taxonomic; Databases, Nucleic Acid; Metagenome",Methods; Methods; Methods
10.3390/microorganisms7110493,2019,DNA barcoding; ITS1-5.8S-ITS2; cryptic species; metabarcode; mitochondrial COI; rDNA; secondary structure,N/A,N/A,N/A
10.1186/s12866-017-1103-6,2017,Ciliate; Deep sea; Depth gradient; Protozoa; Seamount; Vertical distribution,"Biodiversity; Ciliophora; Dna, Protozoan; Ecosystem; Genetic Variation; Geologic Sediments; High-Throughput Nucleotide Sequencing; Molecular Sequence Data; Pacific Ocean; Phylogeny; Rna, Ribosomal, 18S; Seawater",Biodiversity,Classification; Genetics; Isolation & Purification; Parasitology; Genetics; Parasitology
10.1186/1471-2180-13-150,2013,N/A,"Aquatic Organisms; Biological Evolution; Biota; Ciliophora; Cluster Analysis; Dna, Protozoan; Dna, Ribosomal; Genes, Rrna; Mediterranean Sea; Molecular Sequence Data; Phylogeny; Rna, Protozoan; Rna, Ribosomal, 18S; Sequence Analysis, Dna",Biological Evolution; Biota,Classification; Genetics; Classification; Genetics; Chemistry; Genetics; Chemistry; Genetics; Genetics; Genetics
10.1128/AEM.69.9.5656-5663.2003,2003,N/A,"Animals; Archaea; Bacteria; Caribbean Region; Evolution, Molecular; Microsporidia; Oxygen Consumption; Phylogeny; Polymerase Chain Reaction; Rna, Ribosomal, 18S; Seawater",N/A,Classification; Isolation & Purification; Classification; Genetics; Isolation & Purification; Classification; Isolation & Purification; Methods; Genetics; Analysis; Microbiology
10.1038/ismej.2016.38,2016,N/A,"Antarctic Regions; Biodiversity; Dna, Ribosomal; Diatoms; Mediterranean Sea; Molecular Sequence Data; Oceans And Seas; Phylogeny; Phytoplankton; Seawater",Biodiversity,Genetics; Classification; Genetics; Isolation & Purification; Classification; Genetics; Isolation & Purification; Parasitology
10.1093/nar/gkf436,2002,N/A,"Computer Simulation; Dna-Directed Rna Polymerases; Rna, Ribosomal; Reproducibility Of Results; Sequence Alignment; Software; Spectroscopy, Fourier Transform Infrared",Software,Genetics; Genetics; Methods; Methods
10.1111/1755-0998.13703,2023,Arthropoda; DNA barcoding; Insecta; biomonitoring; community composition; environmental DNA; internal standard; polymerase chain reaction; taxonomic bias,"Dna Barcoding, Taxonomic; Metagenomics; Dna; Biodiversity","Dna Barcoding, Taxonomic; Metagenomics",Methods; Methods; Genetics
10.3389/fmicb.2022.1020491,2022,biomonitoring; hyperarid coast; microbial networks; predicted functions; sediments microbial gradient; trace metals,N/A,N/A,N/A
10.3389/fmars.2020.00548,2020,capacity-building; coastal acidification; coral; crustaceans; hypoxia; shellfish; stakeholders,N/A,N/A,N/A
10.1073/pnas.1007273107,2010,N/A,Animals; Anthozoa; Carbon Dioxide; Caribbean Region; Endangered Species; Fertilization; Hydrogen-Ion Concentration; Male; Oceans And Seas; Regression Analysis; Reproduction; Seawater; Spermatozoa,Endangered Species,Growth & Development; Analysis; Physiology; Physiology; Chemistry; Physiology
